asignatura,año,tipo,ccaa,link,operativo
Artes Escénicas,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Artes+Escenicas_cas.pdf/af103201-d805-19ef-02e1-abf911d67edf?t=1623912825080,si
Artes Escénicas,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Artes+esc%C3%A9nicas+castellano.pdf/0ffe7685-849e-85ae-b1f1-ce9b1203c826?t=1663234076678,si
Artes Escénicas,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Artes+esc%C3%A9nicas_cas.pdf/ee2ea4fd-1d1b-02f1-afe9-39c66e820e45?t=1655376466090,si
Artes Escénicas,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Artes+Escenicas+%28extraordinaria%29_bil.pdf/f88fc53d-9750-b9c2-794d-91ec4ed5e0a3?t=1695796279911,si
Artes Escénicas,2023,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45491533/Artes+Esc%C3%A9nicas.pdf/cae7072f-c4ac-0eb6-7609-959bcb31356f?t=1687166550204,si
Biología,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Biologia.pdf/f30342ca-6cf6-45c7-8415-99dfff93e68a?t=1436786722000,si
Biología,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Biolog%C3%ADa.pdf/64cda009-9d44-47b8-9cb7-a651f28cba5b?t=1666686974301,si
Biología,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/BiologiaExtr.+2016.pdf/58bf91c6-f92a-425c-9db3-d4e4601d0b3b?t=1666686701966,si
Biología,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Biologia.pdf/439f60c3-124f-4938-8185-632241df8bf5?t=1666686702053,si
Biología,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Biologia.pdf/18637ebb-b47e-4f27-9b1a-ba175b20085f?t=1499684625000,si
Biología,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/Biologia.pdf/fbff8133-2913-41d1-bdd2-a893ee3cd214?t=1497258114000,si
Biología,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Biolog%C3%ADa.pdf/725731c9-8a68-dd87-028c-da478d0031ff?t=1531137329000,si
Biología,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Biologia.pdf/b0a43971-4e67-c395-0353-4041048a6c16?t=1528711062000,si
Biología,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Biologia.pdf/e6efa61a-e799-4eea-0815-2f5206bae904?t=1562584678000,si
Biología,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Biologia.pdf/df5712de-870b-b791-3e0c-5f5d56bf05ad?t=1559911013000,si
Biología,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Biologia.pdf/11d67194-84de-aad8-7af3-3c3372d26cad?t=1595942442597,si
Biología,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Biologia.pdf/11caf529-6e48-28c5-a7f7-ce6b01e68012?t=1594884508946,si
Biología,2021,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40435033/Biologia_cas.pdf/0818efae-a319-0bce-7066-6d9a88f52d04?t=1630995029887,si
Biología,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Biologia_cas.pdf/3fbf195e-f91d-3886-40e8-6f3914c7784b?t=1623912825412,si
Biología,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Biolog%C3%ADa+castellanos.pdf/6cc7f60e-90bc-5d4c-e720-a2b7342723c6?t=1663234077090,si
Biología,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Biologia_cas.pdf/0379d3d7-7d38-23b2-453f-cbc992a95858?t=1655376466427,si
Biología,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Biologia+%28extraordinaria%29_bil.pdf/61b0e1f0-7392-12ec-16a7-a26791181841?t=1695796280210,si
Biología,2023,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45491533/Biologia.pdf/d231a0a7-a8c4-6b74-879d-a42d83bf4cd8?t=1687166550530,si
Ciencias de la Tierra,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/CTMA.pdf/e863f924-e3c3-4d3e-91fc-5488778b1abc?t=1436786728000,si
Ciencias de la Tierra,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Ciencias+de+la+Tierra+y+medioambientales.pdf/f7c1db24-2917-4cc5-9e05-8120f59bf45f?t=1666686974474,si
Ciencias de la Tierra,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Ciencias+de+la+tierra+y+medioambientalesExtr.+2016.pdf/4c75bdf0-2c50-4abe-ada3-9116ecfa288a?t=1666686702298,si
Ciencias de la Tierra,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Ciencias+de+la+tierra+y+medioambientales.pdf/399b0a07-93b0-4682-8c22-047940b183c7?t=1666686702383,si
Cultura Audiovisual,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Cultura+audiovisual.pdf/826efb84-edae-46ec-a3eb-9df8be8e6cf6?t=1436786733000,si
Cultura Audiovisual,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Cultura+adiovisual.pdf/58ebdd4b-9982-411b-aa95-19baa2b75b36?t=1666686974564,si
Cultura Audiovisual,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Cultura+audiovisualExtr.+2016.pdf/19f27702-349e-4539-a39a-9ccb4b5b9e74?t=1666686702680,si
Cultura Audiovisual,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Cultura+audiovisual.pdf/18b85f1d-185c-4667-9086-286674c52339?t=1666686702759,si
Cultura Audiovisual,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Cultura+Audiovisual+II.pdf/ce1cfdd8-2aa9-4f9d-bc73-797ea7e3cf31?t=1499684631000,si
Cultura Audiovisual,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/CulturaAudiovisual.pdf/af4cbb14-f0ec-458c-9fb0-80f5cf2e9f64?t=1497258120000,si
Cultura Audiovisual,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Cultura+Audiovisual.pdf/fa914079-c7be-6ddc-6167-7109cb937c72?t=1531137330000,si
Cultura Audiovisual,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Cultura+Audiovisual.pdf/7c197d51-d2f0-9946-b921-60c212b7296e?t=1528711063000,si
Cultura Audiovisual,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Cultura+Audiovisual+II.pdf/76c4727b-3474-81e2-823a-76e2d2bdcdfc?t=1562584678000,si
Cultura Audiovisual,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Cultura+Audiovisual+II.pdf/016eb64c-2c04-033e-140e-b9e5a53c7242?t=1559911013000,si
Cultura Audiovisual,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Cultura-Audiovisual-II.pdf/8e7b3daf-0cb2-6ec0-b89e-6f6e1a1dd372?t=1595920477699,si
Cultura Audiovisual,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Cultura+Audiovisual+II.pdf/aa4337e7-f0a5-6361-f4a8-b69cafb92560?t=1594884509260,si
Cultura Audiovisual,2021,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40435033/Cultura+Audiovisual_cas.pdf/22f024ae-641e-c5e9-d166-e747a62d9c79?t=1630995030111,si
Cultura Audiovisual,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Cultura+Audiovisual_cas.pdf/0c2db950-0b42-778c-902a-ba3b35d00ba3?t=1623912825663,si
Cultura Audiovisual,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Cultura+Audiovisual+castellano.pdf/a0310bc8-84aa-960f-640a-0872bccd9c05?t=1663234077476,si
Cultura Audiovisual,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Cultura+audiovisual_cas.pdf/698001e5-8ba4-1082-6acd-34437de28ead?t=1655376466721,si
Cultura Audiovisual,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Cultura+Audiovisual+%28extraordinaria%29_bil.pdf/326fb5ed-c886-4797-8946-52dd0871769f?t=1695796280647,si
Cultura Audiovisual,2023,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45491533/Cultura+audiovisual.pdf/1fd5e707-4b77-1126-d222-4e1953db0e79?t=1687166550918,si
Desconocida,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Analisis+musical.pdf/c017a120-4472-44dc-8ac7-3641963d8d8e?t=1436786715000,si
Desconocida,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Dibujo+artistico.pdf/5ac34270-59fc-448a-a434-cca9d27c054a?t=1436786739000,si
Desconocida,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/An%C3%A1lisis+musical.pdf/aa485b9a-41b0-4378-aa96-2b79bbae738c?t=1666686974065,si
Desconocida,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Dibujo+art%C3%ADstico+II.pdf/f567edc8-1fb0-47e8-a533-1ffa66278c4c?t=1666686974641,si
Desconocida,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Tecnolog%C3%ADa+industrial.pdf/691cf181-92d0-4154-bf61-5b3e4891796d?t=1666687005745,si
Desconocida,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/An%C3%A1lisis+musical+IIExtr.+2016.pdf/d6c41694-316d-4bec-b041-55bf9d5fa282?t=1666686701633,si
Desconocida,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Dibujo+art%C3%ADstico+IIExtr.+2016.pdf/bf29c9f2-3ce5-4cce-acb1-42d30557048d?t=1666686720813,si
Desconocida,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Tecnolog%C3%ADa+industrial+IIExtr.+2016.pdf/5b9e6d4b-1316-45f1-a79a-7da87dc941a2?t=1666686786546,si
Desconocida,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/An%C3%A1lisis+musical+II.pdf/f2688cd9-8ea4-43c3-9d05-e800391bee79?t=1666686701709,si
Desconocida,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Dibujo+art%C3%ADstico+II.pdf/55e60194-9e7b-4d72-b476-a9776749016f?t=1666686720908,si
Desconocida,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Tecnolog%C3%ADa+industrial+II.pdf/b2829e2c-0dd8-448f-a632-a5237c427b79?t=1666686786635,si
Dibujo Técnico II,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Dibujo+tecnico.pdf/d0ab4427-155f-0c7a-1eb0-83bde1639804?t=1680100628381,si
Dibujo Técnico II,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Dibujo+t%C3%A9cnico+II.pdf/dbb6067f-f90c-8219-65de-4849f9ab65fb?t=1680100549412,si
Dibujo Técnico II,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Dibujo+t%C3%A9cnico+II_extr_2016.pdf/b1f5c021-b83c-4fd4-9f0c-047c41d03c81?t=1666686721352,si
Dibujo Técnico II,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Dibujo+t%C3%A9cnico+II_ord_2016.pdf/9422c0a2-32ab-41eb-a2de-f036cdd4bb3b?t=1666686721461,si
Dibujo Técnico II,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Dibujo+T%C3%A9cnico+extraord.+2017.pdf/d2e1bebc-bee5-4a39-b59d-62b890b94856?t=1504775183000,si
Dibujo Técnico II,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/Dibujo+T%C3%A9cnico+ord.+2017.pdf/40fd7144-f823-4fba-9a47-67ef499720ab?t=1504775083000,si
Dibujo Técnico II,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Dibujo+Tecnico.pdf/805679a8-a543-b689-fe22-912518860775?t=1553163846000,si
Dibujo Técnico II,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Dibujo+T%C3%A9cnico+II.pdf/7b51a070-1b3d-e055-c4ca-a8deb05e1192?t=1529671159000,si
Dibujo Técnico II,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Dibujo+Tecnico+II.pdf/c08b727f-8d90-5056-9a7b-7d2466dc4019?t=1562584678000,si
Dibujo Técnico II,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Dibujo+Tecnico+II.pdf/213c1596-18c4-3de1-0a0b-1391e5defe47?t=1559918582000,si
Dibujo Técnico II,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Dibujo+T%C3%A9cnico_CAS.pdf/9c588874-f810-89c7-c7f3-1c67ac7ecf07?t=1603452180424,si
Dibujo Técnico II,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Dibujo+Tecnico+II.pdf/c3aeb29d-092c-30ad-2df1-45da1aefe932?t=1619160044391,si
Dibujo Técnico II,2021,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40435033/Dibujo+Tecnico_cas.pdf/f62a2422-7957-9392-0f33-da2c4b7e2b93?t=1630995030312,si
Dibujo Técnico II,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Dibujo+Tecnico_cas.pdf/8c14ab98-070a-9843-6a74-5a9263514a2a?t=1623912825924,si
Dibujo Técnico II,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Dibujo+t%C3%A9cnico+castellano.pdf/24804282-acf6-3f71-8bfd-d253d3dac20f?t=1680100936252,si
Dibujo Técnico II,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Dibujo+T%C3%A9cnico_cas.pdf/3beda89a-4771-b959-4e7b-6d560de96546?t=1655465651896,si
Dibujo Técnico II,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Dibujo+Tecnico+%28extraordinaria%29_bil.pdf/9b71b0c1-835a-82b6-e86a-863a74a0ab27?t=1695796281028,si
Disseny,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Dise%C3%B1o.pdf/291c8a6a-9eda-406c-85aa-cf38c5ed382f?t=1436786752000,si
Disseny,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Dise%C3%B1o.pdf/fce10050-13c2-49ed-863d-4e0b0325affd?t=1666686974893,si
Disseny,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Dise%C3%B1oExtr.+2016.pdf/95d56d65-3f9c-4516-8a74-a4f066296cbf?t=1666686721679,si
Disseny,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Dise%C3%B1o.pdf/bbb9a8d0-3fda-4e1c-88c2-4cc0e769d975?t=1666686721739,si
Disseny,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Dise%C3%B1o.pdf/72e54647-5cd5-4168-a617-c807418d3986?t=1499684643000,si
Disseny,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/Dise%C3%B1o.pdf/1b2f5c22-195e-4e49-80c4-cce83d9d8bd3?t=1496998344000,si
Disseny,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Dise%C3%B1o.pdf/9797aab4-79f9-220b-09f0-e0fae5db5b1a?t=1531137340000,si
Disseny,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Dise%C3%B1o.pdf/1ce546b8-6e21-bc84-205a-cf29597f32d1?t=1528711064000,si
Disseny,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Dise%C3%B1o.pdf/78a834a0-3a7f-cf5d-3893-e0c8f4e37d4a?t=1562584679000,si
Disseny,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Dise%C3%B1o.pdf/713bf65a-710c-94bf-4f8f-82a058cdcb80?t=1559911013000,si
Disseny,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Dise%C3%B1o.pdf/855db21d-e97a-8e76-eea2-d68c8be5b9ea?t=1595920499253,si
Disseny,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Dise%C3%B1o.pdf/ab1354b4-9193-fc82-48a9-eff26df63d06?t=1594884509821,si
Disseny,2021,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40435033/Dise%C3%B1o_cas.pdf/5f57d97b-126b-f661-4fed-26106a17a671?t=1630995030537,si
Disseny,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Dise%C3%B1o_cas.pdf/366a0f03-5876-1f26-6c01-6bafcd15c4e7?t=1623912826307,si
Disseny,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Dise%C3%B1o+castellano.pdf/7395982f-7cc9-4d64-f012-441e54479a64?t=1663234078301,si
Disseny,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Dise%C3%B1o_cas.pdf/0ee1bc06-c839-5bc5-9436-3b2f04afdb3a?t=1655376467264,si
Disseny,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Dise%C3%B1o+%28extraordinaria%29_bil.pdf/a56785b6-e60b-bcd8-a64c-04fed9f52d09?t=1695796281453,si
Disseny,2023,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45491533/Dise%C3%B1o.pdf/cd96d873-c2fc-746c-2286-8d2a7c1fb686?t=1687166551668,si
Economía de la Empresa,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Economia+de+la+empresa.pdf/12090b6b-0fd5-4bce-afc8-e058e8b79eeb?t=1436786757000,si
Economía de la Empresa,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Econom%C3%ADa+de+la+empresa.pdf/37839743-fd56-4cc8-afda-3ea9d333d1f3?t=1666686974961,si
Economía de la Empresa,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Econom%C3%ADa+de+la+empresa.pdf/5b1fb427-e146-43a4-8331-f53b90b1bf9c?t=1666686721795,si
Economía de la Empresa,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Econom%C3%ADa+de+la+empresa.pdf/e7564bf8-3363-4c93-8d83-02256a4746d3?t=1499684649000,si
Economía de la Empresa,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/Economia.pdf/0d9ea2f1-83b3-4043-a47c-ca6f78cb68c0?t=1497258126000,si
Economía de la Empresa,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Economia.pdf/8a59b0b5-7f6d-a343-b463-32ff995a5c85?t=1531137331000,si
Economía de la Empresa,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Economia.pdf/1e18a2ad-1712-0826-968d-74ea479a7b40?t=1528711065000,si
Economía de la Empresa,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Economia+de+la+Empresa.pdf/2d292a8a-8441-68cc-14d5-05da8b454e72?t=1562584679000,si
Economía de la Empresa,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Economia+de+la+Empresa.pdf/208f9e38-06fd-b24a-2bd8-cde6d2bdd467?t=1559911014000,si
Economía de la Empresa,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Economia-de-la-Empresa.pdf/4df4de3d-7bcb-68f1-88b3-90536dd9a091?t=1596014019181,si
Economía de la Empresa,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Economia-de-la-Empresa.pdf/a33de0bc-dfa2-4779-7503-bf0d97bef679?t=1596013922083,si
Economía de la Empresa,2021,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40435033/Economia+de+la+empresa_cas+%281%29.pdf/d14f8674-a233-f909-e1ef-0916dcf31c20?t=1638186067858,si
Economía de la Empresa,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Economia+de+la+empresa_cas.pdf/55a7fa1d-b2ce-673f-e8a0-17cf2c765ba3?t=1623912826516,si
Economía de la Empresa,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Economia+de+la+Empresa.pdf/1966edf1-5e1b-c585-052b-7323357f35f8?t=1664362889578,si
Economía de la Empresa,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Economia+de+la+Empresa.pdf/dbfc7f73-4969-ce98-3816-00ea6fcb4e3e?t=1664362764274,si
Economía de la Empresa,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Economia+de+la+empresa+%28extraordinaria%29_bil.pdf/fb0a392f-0ebf-f2a9-2f18-5e4b2a5aeabc?t=1695796281713,si
Economía de la Empresa,2023,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45491533/Economia+de+la+Empresa.pdf/35c6a73b-9ee5-f598-3ddb-ad7beba173dd?t=1687166552162,si
Electrotecnia,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Electrotecnica.pdf/9bfd4239-a76a-469d-9d81-daf5711f641e?t=1436786763000,si
Electrotecnia,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Electrotecnia.pdf/be07d695-8556-40e7-a9d1-63b3af94caa7?t=1666686975043,si
Electrotecnia,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/ElectrotecniaExtr.+2016.pdf/99cff228-5f78-4e82-bdee-b3828f730165?t=1666686722017,si
Electrotecnia,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Electrotecnia.pdf/add65d36-53c2-4037-9147-b49a289bd2df?t=1666686722088,si
Francés,2015,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40443477/Frances.pdf/08f7b0a5-5bb9-4f49-9440-9397ecfdadc1?t=1436786775000,si
Francés,2015,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900236/Franc%C3%A9s.pdf/041568c2-49eb-413e-922d-5d36e14e196f?t=1666686989946,si
Francés,2016,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Franc%C3%A9sExtr.+2016.pdf/1f936b94-5751-4d8a-973c-1bd283b00a6e?t=1666686735297,si
Francés,2016,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/39900243/Franc%C3%A9s.pdf/d8bb233d-551a-469f-9d5e-405cbde480fe?t=1666686735357,si
Francés,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Franc%C3%A9s.pdf/c04324ef-afe6-42e8-8d42-edb95ff70e0c?t=1499684661000,si
Francés,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/Frances.pdf/d8862e98-ebaf-421f-a45d-65667dbd7969?t=1497258138000,si
Francés,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Frances.pdf/0a0f9f32-ba73-58ca-6426-5270f633ee51?t=1531137326000,si
Francés,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Frances.pdf/09c00a53-d01c-504a-bba9-daf94cd31001?t=1528711067000,si
Francés,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Frances.pdf/a6d60e9f-ec58-f811-3fd0-e99e2088f8a0?t=1562584680000,si
Francés,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Frances.pdf/13fbeb8a-8aaa-eb75-52eb-06589059c2cb?t=1559918582000,si
Francés,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Frances.pdf/dc17d211-a73f-847a-d450-6e26eb08a64e?t=1595920541708,si
Francés,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Frances.pdf/d851c5c7-78ca-8be5-394b-c0ed78bb15bc?t=1594884503837,si
Francés,2021,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40435033/Frances_cas.pdf/aa1cedb3-b646-0c08-08fa-00c5aacdc4f1?t=1630995031006,si
Francés,2021,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40434996/Frances_cas.pdf/9ebbda41-c635-dcd7-3335-12d77b00c766?t=1623912827073,si
Francés,2022,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419856/Franc%C3%A9s+castellano.pdf/ee0374fc-2e78-13be-6306-c95349d8128f?t=1663234079649,si
Francés,2022,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40419837/Franc%C3%A9s.pdf/ae17a650-2665-e13a-dcc4-54f373681784?t=1655376468148,si
Francés,2023,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45489191/2023_Frances+%28extraordinaria%29_bil.pdf/0b42e5e6-518d-5b12-8e03-5011ccba7262?t=1695796282536,si
Francés,2023,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/45491533/Franc%C3%A9s.pdf/b03aa2b2-13fc-c5d2-897f-249a9efbc10e?t=1687166552963,si
Fundamentos Artísticos,2017,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441124/Fundamentos+del+Arte+II.pdf/7719ab00-9bf5-4c83-8f53-0423e99ccf39?t=1499684667000,si
Fundamentos Artísticos,2017,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40441108/FundamentosDeArte.pdf/7621181a-305b-474a-8a7b-dfa350c70cef?t=1496998350000,si
Fundamentos Artísticos,2018,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440167/Fundamentos+del+Arte.pdf/a38c5d5d-74b1-5004-5990-13103b74fdf7?t=1531137332000,si
Fundamentos Artísticos,2018,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40440048/Fundamentos+del+Arte.pdf/29e1475c-4a36-228a-ca87-e5586babf0f2?t=1528711068000,si
Fundamentos Artísticos,2019,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40439002/Fundamentos+del+Arte+II.pdf/1aeaf430-ce4e-05aa-4d29-2ddb23032c76?t=1562584680000,si
Fundamentos Artísticos,2019,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40438983/Fundamentos+del+Arte+II.pdf/41339cee-a90e-9a99-82aa-c05e70ed5404?t=1559911014000,si
Fundamentos Artísticos,2020,Extraordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436789/Fundamentos-del-Arte-II.pdf/3adb81d7-7bab-f364-c4a9-6594522e6316?t=1595920765516,si
Fundamentos Artísticos,2020,Ordinaria,País Vasco,https://www.ehu.eus/documents/38889400/40436770/Fundamentos+del+Arte+II.pdf/c7d8fc65-88f0-c6de-5f83-0ff9114a7ee2?t=1594884504195,si
