carrera,titulacion,universidad,provincia,modalidad,nota_corte,tipo_centro,duracion,precio_primer_curso,nota_corte_num
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad Politécnica de Madrid,Madrid,Presencial,"11,809",Universidad Pública,"5,0 años",no disponible,11.809
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración de Empresas,Universidad Carlos III de Madrid,Madrid,Presencial,"11,797",Universidad Pública,"6,0 años",no disponible,11.797
Ingenieria Informatica,Grado en Matemáticas e Informática,Universidad Politécnica de Madrid,Madrid,Presencial,"11,714",Universidad Pública,"4,0 años",1.015 €,11.714
Ingenieria Informatica,Doble Grado en Estadística + Ingeniería Informática,Universidad de Salamanca,Salamanca,Presencial,"11,698",Universidad Pública,"5,0 años",1.141 €,11.698
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad Complutense de Madrid,Madrid,Presencial,"11,689",Universidad Pública,"5,0 años",no disponible,11.689
Ingenieria Informatica,Grado en Ingeniería del Software + Máster Universitario en Ingeniería del Software (Programa de Ingeniero/a del Software),Universidad Politécnica de Madrid,Madrid,Presencial,"11,675",Universidad Pública,"4,0 años",1.166 €,11.675
Ingenieria Informatica,Grado en Ingeniería Informática + Máster Universitario en Ingeniería Informática (Programa de Ingeniero/a en Informática),Universidad Politécnica de Madrid,Madrid,Presencial,"11,675",Universidad Pública,"4,0 años",1.166 €,11.675
Ingenieria Informatica,Programa Académico en Ingeniería Informática,Universidad Autónoma de Madrid,Madrid,Presencial,"11,650",Universidad Pública,"4,0 años",no disponible,11.65
Ingenieria Informatica,PARS en Ingeniería Informática (Grado en Ingeniería Informática + Máster Universitario en Ingeniería Informática),Universitat Politècnica de València,Valencia,Presencial,"11,604",Universidad Pública,"5,0 años",1.040 €,11.604
Ingenieria Informatica,Doble Grado en Matemáticas + Ingeniería Informática,Universitat de València,Valencia,Presencial,"11,576",Universidad Pública,"5,0 años",no disponible,11.576
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas,Universidad Rey Juan Carlos,Madrid,Presencial,"11,575",Universidad Pública,"5,0 años",1.778 €,11.575
Ingenieria Informatica,Grado en Ingeniería del Software,Universidad de Málaga,Málaga,Presencial,"11,508",Universidad Pública,"4,0 años",757 €,11.508
Ingenieria Informatica,Grado en Ingeniería de la Salud (Interuniversitario UMA-US),Universidad de Sevilla,Sevilla,Presencial,"11,460",Universidad Pública,"4,0 años",757 €,11.46
Ingenieria Informatica,Doble Grado en Criminología + Ingeniería Informática,Universidad Rey Juan Carlos,Madrid,Presencial,"11,450",Universidad Pública,"6,0 años",1.611 €,11.45
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Administración y Dirección de Empresas (ADE),Universidad de Alcalá,Madrid,Presencial,"11,427",Universidad Pública,"5,0 años",no disponible,11.427
Ingenieria Informatica,Grado en Ingeniería Informática - Ingeniería del Software,Universidad de Sevilla,Sevilla,Presencial,"11,409",Universidad Pública,"4,0 años",757 €,11.409
Ingenieria Informatica,Grado en Ingeniería Informática,Universidade de Santiago de Compostela,A Coruña,Presencial,"11,398",Universidad Pública,"4,0 años",836 €,11.398
Ingenieria Informatica,Doble Grado en Ingeniería Informática + Ingeniería del Software,Universidad Rey Juan Carlos,Madrid,Presencial,"11,386",Universidad Pública,"4,0 años",1.385 €,11.386
Ingenieria Informatica,Doble Grado en Administración y Dirección de Empresas (ADE) + Ingeniería Informática,Universitat de Lleida,LLeida,Presencial,"11,263",Universidad Pública,"5,0 años",1.316 €,11.263
Ingenieria Informatica,Doble Grado en Administración y Dirección de Empresas + Ingeniería Informática,Universidad de Salamanca,Salamanca,Presencial,"11,249",Universidad Pública,"6,0 años",1.141 €,11.249
Ingenieria Informatica,Grado en Inteligencia Artificial,Universidade de Santiago de Compostela,A Coruña,Presencial,"11,184",Universidad Pública,"4,0 años",836 €,11.184
Ingenieria Informatica,Grado en Inteligencia Artificial (Interuniversitario UDC-USC-UDV),Universidade da Coruña,A Coruña,Presencial,"11,022",Universidad Pública,"4,0 años",836 €,11.022
Ingenieria Informatica,Grado en Ingeniería Informática,Universidad Carlos III de Madrid,Madrid,Presencial,"10,980",Universidad Pública,"4,0 años",1.166 €,10.98
Ingenieria Informatica,Grado en Ingeniería Informática,Universidad Complutense de Madrid,Madrid,Presencial,"10,914",Universidad Pública,"4,0 años",1.166 €,10.914
Ingenieria Informatica,Grado en Ingeniería Informática,Universidad de Alcalá,Madrid,Presencial,"10,886",Universidad Pública,"4,0 años",1.166 €,10.886
Ingenieria Informatica,Programa de Estudios Conjunto de Grado en Matemáticas y Grado en Ingeniería Informática de Servicios y Aplicaciones,Universidad de Valladolid,Segovia,Presencial,"10,881",Universidad Pública,"5,0 años",992 €,10.881
Psicologia,Doble Grado en Criminología + Psicología,Universidad Rey Juan Carlos,Madrid,Presencial,"12,855",Universidad Pública,"5,0 años",1.749 €,12.855
Psicologia,Doble Grado en Psicología + Logopedia,Universidad de Málaga,Málaga,Presencial,"12,061",Universidad Pública,"4,0 años",no disponible,12.061
Psicologia,Grado en Psicología,Universidad de Sevilla,Sevilla,Presencial,"11,829",Universidad Pública,"4,0 años",757 €,11.829
Psicologia,Grado en Psicología,Universidad de Extremadura,Badajoz,Presencial,"11,650",Universidad Pública,"4,0 años",709 €,11.65
Psicologia,Grado en Psicología,Universidad de Oviedo,Asturias,Presencial,"11,641",Universidad Pública,"4,0 años",942 €,11.641
Psicologia,Grado en Psicología,Universidad de Córdoba,Córdoba,Presencial,"11,636",Universidad Pública,"4,0 años",757 €,11.636
Psicologia,Grado en Psicología,Universidad de Cádiz,Cádiz,Presencial,"11,519",Universidad Pública,"4,0 años",757 €,11.519
Psicologia,Grado en Psicología,Universidad de Granada,Granada,Presencial,"11,396",Universidad Pública,"4,0 años",757 €,11.396
Psicologia,Grado en Psicología,Universidad de Málaga,Málaga,Presencial,"11,056",Universidad Pública,"4,0 años",757 €,11.056
Psicologia,Grado en Psicología,Universidade de Santiago de Compostela,A Coruña,Presencial,"11,024",Universidad Pública,"4,0 años",836 €,11.024
Psicologia,Grado en Psicología,Universidad Miguel Hernández de Elche,Alicante,Presencial,"10,854",Universidad Pública,"4,0 años",842 €,10.854
Psicologia,Grado en Psicología,Universidad de Salamanca,Salamanca,Presencial,"10,770",Universidad Pública,"4,0 años",734 €,10.77
Psicologia,Grado en Psicología,Universidad de Castilla - La Mancha,Albacete,Presencial,"10,750",Universidad Pública,"4,0 años",1.132 €,10.75
Psicologia,Grado en Psicología,Universidad Autónoma de Madrid,Madrid,Presencial,"10,739",Universidad Pública,"4,0 años",1.015 €,10.739
Psicologia,Grado en Psicología,Universidad Rey Juan Carlos,Madrid,Presencial,"10,610",Universidad Pública,"4,0 años",1.015 €,10.61
Psicologia,Doble Grado en Psicología + Logopedia,Universidad Complutense de Madrid,Madrid,Presencial,"10,602",Universidad Pública,"5,0 años",no disponible,10.602
Psicologia,Grado en Psicología,Universidad Pública de Navarra,Navarra,Presencial,"10,595",Universidad Pública,"4,0 años",1.283 €,10.595
Psicologia,Grado en Psicología,Universidad del País Vasco,Guipúzcoa,Presencial,"10,402",Universidad Pública,"4,0 años",1.097 €,10.402
Psicologia,Grado en Psicología,Universitat Jaume I,Castellón,Presencial,"10,292",Universidad Pública,"4,0 años",842 €,10.292
Psicologia,Grado en Psicología,Universidad Complutense de Madrid,Madrid,Presencial,"10,289",Universidad Pública,"4,0 años",1.015 €,10.289
Psicologia,Grado en Psicología,Universidad de Huelva,Huelva,Presencial,"10,132",Universidad Pública,"4,0 años",757 €,10.132
Psicologia,Grado en Psicología,Universidad de Burgos,Burgos,Presencial,"10,118",Universidad Pública,"4,0 años",935 €,10.118
Psicologia,Grado en Psicología,Universidad de Murcia,Murcia,Presencial,"10,072",Universidad Pública,"4,0 años",1.007 €,10.072
Psicologia,Grado en Psicología,Universidad de Almería,Almería,Presencial,"10,071",Universidad Pública,"4,0 años",757 €,10.071
Psicologia,Grado en Psicología,Universitat de València,Valencia,Presencial,"10,026",Universidad Pública,"4,0 años",842 €,10.026
Psicologia,Grado en Psicología,Universidad de Jaén,Jaén,Presencial,"10,021",Universidad Pública,"4,0 años",757 €,10.021
Psicologia,Grado en Psicología,Universitat de Barcelona,Barcelona,Presencial,"9,929",Universidad Pública,"4,0 años",1.108 €,9.929
Psicologia,Grado en Psicología,Universitat Autònoma de Barcelona,Barcelona,Presencial,"9,887",Universidad Pública,"4,0 años",1.108 €,9.887
Psicologia,Grado en Psicología,Centro Universitario Cardenal Cisneros,Madrid,Presencial,"9,814",Centro Adscrito Privado,"4,0 años",3.900 €,9.814
Psicologia,Grado en Psicología,Universitat de Girona,Girona,Presencial,"9,682",Universidad Pública,"4,0 años",1.061 €,9.682
Psicologia,Grado en Psicología,Universidad de La Laguna,Tenerife,Presencial,"9,555",Universidad Pública,"4,0 años",875 €,9.555
Psicologia,Grado en Psicología,Universitat de Lleida,LLeida,Presencial,"9,554",Universidad Pública,"4,0 años",1.108 €,9.554
Psicologia,Grado en Psicología,Universitat Rovira i Virgili,Tarragona,Presencial,"9,520",Universidad Pública,"4,0 años",1.108 €,9.52
Psicologia,Grado en Psicología,Universidad de Zaragoza,Teruel,Presencial,"9,250",Universidad Pública,"4,0 años",931 €,9.25
Psicologia,Grado en Psicología,Universitat de les Illes Balears,Baleares,Presencial,"9,196",Universidad Pública,"4,0 años",1.071 €,9.196
Psicologia,Grado en Psicología,Universidad de Burgos,Burgos,Presencial,"8,558",Universidad Pública,"4,0 años",935 €,8.558
Psicologia,Grado en Psicología,Universitat de Vic - Universitat Central de Catalunya,Barcelona,Presencial,"6,796",Universidad Privada,"4,0 años",6.058 €,6.796
Psicologia,Grado en Psicología,Centro de Enseñanza Superior Cardenal Cisneros,Madrid,Presencial,"5,000",Centro Adscrito Privado,"4,0 años",6.750 €,5.0
Psicologia,Grado en Psicología,Universidad Nacional de Educación a Distancia,Madrid,A distancia,"5,000",Universidad Pública,"4,0 años",957 €,5.0
Enfermeria,Grado en Enfermería,Universidad de Sevilla,Sevilla,Presencial,"12,710",Universidad Pública,"4,0 años",757 €,12.71
Enfermeria,Grado en Enfermería,Centro Universitario de Enfermería San Juan de Dios,Sevilla,Presencial,"12,710",Centro Adscrito Privado,"4,0 años",4.057 €,12.71
Enfermeria,Grado en Enfermería,Universidad de Granada,Granada,Presencial,"12,642",Universidad Pública,"4,0 años",757 €,12.642
Enfermeria,Grado en Enfermería,Universidad de Córdoba,Córdoba,Presencial,"12,600",Universidad Pública,"4,0 años",757 €,12.6
Enfermeria,Grado en Enfermería,Universidad de Málaga,Málaga,Presencial,"12,502",Universidad Pública,"4,0 años",757 €,12.502
Enfermeria,Grado en Enfermería,Universidad de Cádiz,Cádiz,Presencial,"12,376",Universidad Pública,"4,0 años",757 €,12.376
Enfermeria,Grado en Enfermería,Universidad de Jaén,Jaén,Presencial,"12,370",Universidad Pública,"4,0 años",757 €,12.37
Enfermeria,Grado en Enfermería,Centro Universitario de Enfermería de Cruz Roja,Sevilla,Presencial,"12,344",Centro Adscrito Público,"4,0 años",3.757 €,12.344
Enfermeria,Grado en Enfermería,Universidad de Cádiz,Cádiz,Presencial,"12,303",Universidad Pública,"4,0 años",757 €,12.303
Enfermeria,Grado en Enfermería,Universidad de Alicante,Alicante,Presencial,"12,290",Universidad Pública,"4,0 años",1.080 €,12.29
Enfermeria,Grado en Enfermería,Universidad de Oviedo,Asturias,Presencial,"12,240",Universidad Pública,"4,0 años",942 €,12.24
Enfermeria,Grado en Enfermería,Universidad de Almería,Almería,Presencial,"12,234",Universidad Pública,"4,0 años",757 €,12.234
Enfermeria,Grado en Enfermería,Universidad de Cantabria,Cantabria,Presencial,"12,214",Universidad Pública,"4,0 años",934 €,12.214
Enfermeria,Grado en Enfermería,Universidad de Murcia,Murcia,Presencial,"12,164",Universidad Pública,"4,0 años",1.007 €,12.164
Enfermeria,Grado en Enfermería,Escuela de Enfermería Nuestra Señora de Candelaria,Tenerife,Presencial,"12,146",Centro Adscrito Público,"4,0 años",875 €,12.146
Enfermeria,Grado en Enfermería,Universidad de Huelva,Huelva,Presencial,"12,140",Universidad Pública,"4,0 años",757 €,12.14
Enfermeria,Grado en Enfermería,Universidad de La Laguna,Tenerife,Presencial,"12,117",Universidad Pública,"4,0 años",875 €,12.117
Enfermeria,Grado en Enfermería,Universitat Jaume I,Castellón,Presencial,"12,110",Universidad Pública,"4,0 años",1.080 €,12.11
Enfermeria,Grado en Enfermería,Facultad de Enfermería de Gijón,Asturias,Presencial,"12,024",Centro Adscrito Público,"4,0 años",942 €,12.024
Enfermeria,Grado en Enfermería,Universidad de Salamanca,Salamanca,Presencial,"11,991",Universidad Pública,"4,0 años",1.014 €,11.991
Enfermeria,Grado en Enfermería,Universidad de Las Palmas de Gran Canaria,Las Palmas,Presencial,"11,980",Universidad Pública,"4,0 años",875 €,11.98
Enfermeria,Grado en Enfermería,Universidad de Cádiz,Cádiz,Presencial,"11,930",Universidad Pública,"4,0 años",757 €,11.93
Enfermeria,Grado en Enfermería,Universidad del País Vasco,Vizcaya,Presencial,"11,884",Universidad Pública,"4,0 años",1.135 €,11.884
Enfermeria,Grado en Enfermería,Universidad Rey Juan Carlos,Madrid,Presencial,"11,850",Universidad Pública,"4,0 años",1.241 €,11.85
Enfermeria,Grado en Enfermería,Escuela Universitaria de Osuna,Sevilla,Presencial,"11,837",Centro Adscrito Privado,"4,0 años",4.657 €,11.837
Enfermeria,Grado en Enfermería,Universidad Autónoma de Madrid,Madrid,Presencial,"11,831",Universidad Pública,"4,0 años",1.241 €,11.831
Enfermeria,Grado en Enfermería,Centro Universitario de Enfermería Virgen de la Paz,Málaga,Presencial,"11,799",Centro Adscrito Privado,"4,0 años",1.918 €,11.799
Enfermeria,Grado en Enfermería,Universidad Complutense de Madrid,Madrid,Presencial,"11,774",Universidad Pública,"4,0 años",1.241 €,11.774
Enfermeria,Grado en Enfermería,Universidad de Alcalá,Madrid,Presencial,"11,760",Universidad Pública,"4,0 años",1.241 €,11.76
Enfermeria,Grado en Enfermería,Universidad de Murcia,Murcia,Presencial,"11,750",Universidad Pública,"4,0 años",1.007 €,11.75
Enfermeria,Grado en Enfermería,Universidad de Zaragoza,Zaragoza,Presencial,"11,741",Universidad Pública,"4,0 años",1.201 €,11.741
Enfermeria,Grado en Enfermería,Universidad de Extremadura,Badajoz,Presencial,"11,740",Universidad Pública,"4,0 años",1.064 €,11.74
